# numero;nombre;partido_numero;provincia_numero
797,30 DE AGOSTO,128,1
798,BERUTTI,128,1
799,GIRODIAS,128,1
800,LA CARRETA,128,1
801,TRENQUE LAUQUEN,128,1
802,TRONGE,128,1
803,BALNEARIO ORENSE,129,1
804,CLAROMECO,129,1
805,COPETONAS,129,1
806,DUNAMAR,129,1
807,LIN CALEL,129,1
808,MICAELA CASCALLARES,129,1
809,ORENSE,129,1
810,RETA,129,1
811,SAN FRANCISCO DE BELLOCQ,129,1
812,SAN MAYOL,129,1
813,TRES ARROYOS,129,1
814,VILLA RODRIGUEZ,129,1
815,11 DE SEPTIEMBRE,130,1
816,CASEROS,130,1
817,CHURRUCA,130,1
818,CIUDAD JARDIN LOMAS DEL PALOMAR,130,1
819,CIUDADELA,130,1
820,EL LIBERTADOR,130,1
821,JOSE INGENIEROS,130,1
822,LOMA HERMOSA,130,1
823,MARTIN CORONADO,130,1
824,PABLO PODESTA,130,1
825,REMEDIOS DE ESCALADA,130,1
826,SAENZ PE\u00d1A,130,1
827,SANTOS LUGARES,130,1
828,TRES DE FEBRERO,130,1
829,VILLA BOSCH,130,1
830,VILLA RAFFO,130,1
831,INGENIERO THOMPSON,131,1
832,TRES LOMAS,131,1
833,CARAPACHAY,132,1
834,FLORIDA,132,1
835,FLORIDA OESTE,132,1
836,LA LUCILA,132,1
837,MUNRO,132,1
838,OLIVOS,132,1
839,VICENTE LOPEZ,132,1
